SRC:it	 ChatGPT to English	IMP_GPT	TRM_GPT	UGR_GPT	MIS_GPT	STL_GPT	PRF_GPT	PRN_GPT	SEGS_GPT	Google Translate to English	IMP_GT	TRM_GT	UGR_GT	MIS_GT	STL_GT	PRF_GT	PRN_GT	SEGS_GT	Gold Standard	Comment
 Non scendere in cantine, seminterrati o garage per mettere al sicuro i beni: rischi la vita.  	Do not go down to basements, cellars, or garages to secure belongings: you risk your life.		2						2	Do not go down into cellars, basements or garages to secure goods: you risk your life.								0	Do not enter basements or garages to secure possessions: you are risking your life.	
Non uscire assolutamente per mettere al sicuro l’automobile.  	Do not leave to secure your car under any circumstances.				4				4	Do not go out to secure the car.								0	Do not go outside at all to secure your car.	
Aiuta gli anziani e le persone con disabilità che si trovano nell’edificio.  	Help the elderly and people with disabilities in the building.					1			1	Help the elderly and people with disabilities who are in the building.  					1			1	Help older people and people with disabilities who are in the building.	
Non bere acqua dal rubinetto: potrebbe essere contaminata. 	Do not drink tap water: it may be contaminated.								0	Don't drink tap water: it may be contaminated.					1			1	Do not drink water from the tap: it may be contaminated.	
 Chiudi il gas e disattiva l’impianto elettrico. 	Turn off gas and electricity. 				1	1			2	 Turn off the gas and turn off the electrical system.					2			2	Turn off the gas and electrical systems. 	
Non toccare impianti e apparecchi elettrici con mani o piedi bagnati.	Do not touch electrical systems and devices with wet hands or feet.		1						1	Do not touch electrical systems and appliances with wet hands or feet.								0	Do not touch electrical fixtures with wet hands or feet.	
Dopo l’inondazione a valle di una grande diga	After flooding downstream from a large dam,					1			1	After the flood downstream of a large dam								0	After the flooding downstream of a large dam	
Segui le indicazioni delle autorità prima di intraprendere qualsiasi azione, come rientrare in casa, spalare fango, svuotare acqua dalle cantine, ecc.	Follow the authorities’ instructions before taking any action, such as returning home, shoveling mud, draining water from basements, etc.								0	Follow the instructions of the authorities before taking any action, such as re-entering the house, shoveling mud, emptying water from the cellars, etc.								0	Follow the authorities' instructions before taking action, such as re-entering the house, shoveling mud, emptying water from cellars, etc. 	
Verifica se puoi riattivare il gas e l’impianto elettrico. 	Check if you can reactivate the gas and electrical system.		1						1	Check if you can turn the gas and electrical systems back on.								0	Verify if you can get your gas and electrical systems back on. 	
Se necessario, chiedi il parere di un tecnico.	If necessary, ask for a technician's opinion.								0	If necessary, ask for the advice of a technician.								0	If necessary, seek advice from an expert. 	
Prima di bere l’acqua dal rubinetto assicurati che ordinanze o avvisi comunali non lo vietino;  	Before drinking tap water, make sure that municipal orders or notices do not prohibit it; 								0	Before drinking water from the tap, make sure that municipal ordinances or notices do not prohibit it;								0	Before drinking tap water make sure municipal ordinances or notices do not forbid it;  	
non mangiare cibi che siano venuti a contatto con l’acqua dell’inondazione, potrebbero essere contaminati.	do not eat foods that have come into contact with flood water as they may be contaminated.								0	do not eat food that has come into contact with flood water, it could be contaminated.								0	do not eat food that has come in contact with flood water, it may be contaminated.	
Prima di utilizzare i sistemi di scarico, informati che le reti fognarie, le fosse biologiche e i pozzi non siano danneggiati. 	Before using drainage systems, ensure that sewer networks, septic tanks, and wells are undamaged.					2			2	Before using wastewater systems, make sure that sewer systems, septic tanks and wells are not damaged.		1						1	Ensure sewers, septic tanks, and wells are not damaged before using drains. 	
Non transitare lungo strade allagate: potrebbero esserci voragini, buche, tombini aperti o cavi elettrici tranciati.	Do not walk along flooded streets: there may be voids, holes, open manholes, or cut electrical wires.	2	2		2				6	Do not drive along flooded roads: there may be sinkholes, potholes, open manholes or severed electrical wires.								0	Do not travel along flooded roads: there may be sinkholes, potholes, open manholes, or sheared electrical wires. 	
